Key,School_Code,School_Year,Student_Group,Metric,SchoolScore,AverageScore,Month,ReportType,NSize
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,February,External,205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,January,External,205
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,January,External,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,January,External,205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,March,External,205
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,March,External,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,March,External,205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,May,External,205
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,May,External,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,May,External,205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,November,External,205
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,November,External,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,November,External,205
175-2013-14-All Students-Entry-External,175,2013-14,All Students,Entry,0,,October,External,205
175-2013-14-All Students-Withdrawal-External,175,2013-14,All Students,Withdrawal,1,,October,External,205
175-2013-14-All Students-Net Cumulative-External,175,2013-14,All Students,Net Cumulative,-1,,October,External,205
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.140000001,April,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.109999999,0.090000004,April,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.090000004,0.039999999,April,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.079999998,December,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.02,0.029999999,December,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.01,0.050000001,December,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.109999999,February,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.090000004,0.059999999,February,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.07,0.050000001,February,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.100000001,January,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.059999999,0.050000001,January,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.050000001,0.050000001,January,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.129999995,March,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.109999999,0.079999998,March,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.090000004,0.050000001,March,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.140000001,May,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.129999995,0.109999999,May,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,-0.109999999,0.039999999,May,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.07,November,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0.01,0.02,November,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,0.01,0.050000001,November,External,333
178-2013-14-All Students-Entry-External,178,2013-14,All Students,Entry,0.02,0.059999999,October,External,333
178-2013-14-All Students-Withdrawal-External,178,2013-14,All Students,Withdrawal,0,0.01,October,External,333
178-2013-14-All Students-Net Cumulative-External,178,2013-14,All Students,Net Cumulative,0.01,0.050000001,October,External,333
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.059999999,April,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.039999999,0.090000004,April,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.029999999,-0.029999999,April,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.029999999,December,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,0,-0.02,December,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.050000001,February,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.029999999,0.07,February,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.02,-0.02,February,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.039999999,January,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.01,-0.02,January,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.050000001,March,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.029999999,0.079999998,March,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.02,-0.029999999,March,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.07,May,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.050000001,0.090000004,May,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,-0.029999999,-0.029999999,May,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.029999999,November,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.01,0.050000001,November,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,0,-0.02,November,External,618
181-2013-14-All Students-Entry-External,181,2013-14,All Students,Entry,0.01,0.02,October,External,618
181-2013-14-All Students-Withdrawal-External,181,2013-14,All Students,Withdrawal,0.01,0.039999999,October,External,618
181-2013-14-All Students-Net Cumulative-External,181,2013-14,All Students,Net Cumulative,0,-0.02,October,External,618
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.109999999,April,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.029999999,0.100000001,April,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,-0.02,0.01,April,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.079999998,December,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.01,0.059999999,December,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,0,0.01,December,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.090000004,February,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.01,0.079999998,February,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,0,0.01,February,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.079999998,January,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.01,0.07,January,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,0,0.01,January,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.100000001,March,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.02,0.090000004,March,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,-0.01,0.01,March,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.109999999,May,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.059999999,0.119999997,May,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,-0.059999999,0,May,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.07,November,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0.01,0.059999999,November,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,0,0.01,November,External,326
182-2013-14-All Students-Entry-External,182,2013-14,All Students,Entry,0.01,0.059999999,October,External,326
182-2013-14-All Students-Withdrawal-External,182,2013-14,All Students,Withdrawal,0,0.050000001,October,External,326
182-2013-14-All Students-Net Cumulative-External,182,2013-14,All Students,Net Cumulative,0,0.02,October,External,326
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.07,April,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.050000001,0.090000004,April,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,-0.029999999,-0.02,April,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.050000001,December,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.029999999,0.059999999,December,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,-0.01,-0.02,December,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.059999999,February,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.039999999,0.079999998,February,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,-0.02,-0.02,February,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.050000001,January,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.029999999,0.07,January,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,-0.01,-0.01,January,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.07,March,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.050000001,0.079999998,March,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,-0.029999999,-0.02,March,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.079999998,May,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.059999999,0.100000001,May,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,-0.039999999,-0.02,May,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.039999999,November,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.02,0.050000001,November,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,0,-0.01,November,External,311
183-2013-14-All Students-Entry-External,183,2013-14,All Students,Entry,0.02,0.029999999,October,External,311
183-2013-14-All Students-Withdrawal-External,183,2013-14,All Students,Withdrawal,0.02,0.050000001,October,External,311
183-2013-14-All Students-Net Cumulative-External,183,2013-14,All Students,Net Cumulative,0,-0.01,October,External,311
184-2013-14-All Students-Entry-External,184,2013-14,All Students,Entry,0,0.059999999,April,External,321
184-2013-14-All Students-Withdrawal-External,184,2013-14,All Students,Withdrawal,0.059999999,0.090000004,April,External,321
184-2013-14-All Students-Net Cumulative-External,184,2013-14,All Students,Net Cumulative,-0.059999999,-0.029999999,April,External,321
184-2013-14-All Students-Entry-External,184,2013-14,All Students,Entry,0,0.029999999,December,External,321
184-2013-14-All Students-Withdrawal-External,184,2013-14,All Students,Withdrawal,0.02,0.059999999,December,External,321
184-2013-14-All Students-Net Cumulative-External,184,2013-14,All Students,Net Cumulative,-0.02,-0.029999999,December,External,321
184-2013-14-All Students-Entry-External,184,2013-14,All Students,Entry,0,0.050000001,February,External,321
184-2013-14-All Students-Withdrawal-External,184,2013-14,All Students,Withdrawal,0.029999999,0.079999998,February,External,321
