Key,LEA Code,School_Code,school name,School_Year,Student_Group,Metric,SchoolScore,AverageScore,ReportType,NSize,,,,,,,
262-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,262,Langdon EC,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,93,92,External,446,,,,,,,
262-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,262,Langdon EC,2013-14,Hispanic / Latino,In-Seat Attendance Rate,95,95,External,36,,,,,,,
262-2013-14-Male-In-Seat Attendance Rate-External,1,262,Langdon EC,2013-14,Male,In-Seat Attendance Rate,92,93,External,264,,,,,,,
262-2013-14-Special Education-In-Seat Attendance Rate-External,1,262,Langdon EC,2013-14,Special Education,In-Seat Attendance Rate,89,92,External,58,,,,,,,
264-2013-14-All Students-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,All Students,In-Seat Attendance Rate,93,93,External,444,,,,,,,
264-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,Black non-Hispanic,In-Seat Attendance Rate,92,92,External,294,,,,,,,
264-2013-14-Female-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,Female,In-Seat Attendance Rate,93,93,External,204,,,,,,,
264-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,93,92,External,398,,,,,,,
264-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,Hispanic / Latino,In-Seat Attendance Rate,95,95,External,143,,,,,,,
264-2013-14-Male-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,Male,In-Seat Attendance Rate,93,93,External,240,,,,,,,
264-2013-14-Special Education-In-Seat Attendance Rate-External,1,264,LaSalle Backus EC,2013-14,Special Education,In-Seat Attendance Rate,92,92,External,70,,,,,,,
265-2013-14-All Students-In-Seat Attendance Rate-External,1,265,Mamie D Lee School,2013-14,All Students,In-Seat Attendance Rate,91,81,External,70,,,,,,,
265-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,265,Mamie D Lee School,2013-14,Black non-Hispanic,In-Seat Attendance Rate,90,81,External,65,,,,,,,
265-2013-14-Female-In-Seat Attendance Rate-External,1,265,Mamie D Lee School,2013-14,Female,In-Seat Attendance Rate,90,81,External,30,,,,,,,
265-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,265,Mamie D Lee School,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,91,80,External,67,,,,,,,
265-2013-14-Male-In-Seat Attendance Rate-External,1,265,Mamie D Lee School,2013-14,Male,In-Seat Attendance Rate,91,82,External,40,,,,,,,
265-2013-14-Special Education-In-Seat Attendance Rate-External,1,265,Mamie D Lee School,2013-14,Special Education,In-Seat Attendance Rate,91,80,External,67,,,,,,,
266-2013-14-All Students-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,All Students,In-Seat Attendance Rate,98,93,External,529,,,,,,,
266-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,98,92,External,431,,,,,,,
266-2013-14-Female-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,Female,In-Seat Attendance Rate,98,93,External,238,,,,,,,
266-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,98,93,External,420,,,,,,,
266-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,98,95,External,29,,,,,,,
266-2013-14-Male-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,Male,In-Seat Attendance Rate,98,93,External,291,,,,,,,
266-2013-14-Special Education-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,Special Education,In-Seat Attendance Rate,98,92,External,44,,,,,,,
266-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,266,Leckie ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,98,96,External,61,,,,,,,
271-2013-14-All Students-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,All Students,In-Seat Attendance Rate,93,93,External,371,,,,,,,
271-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,92,92,External,277,,,,,,,
271-2013-14-Female-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Female,In-Seat Attendance Rate,93,93,External,169,,,,,,,
271-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,93,93,External,332,,,,,,,
271-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,93,95,External,20,,,,,,,
271-2013-14-Male-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Male,In-Seat Attendance Rate,93,93,External,202,,,,,,,
271-2013-14-Multiracial-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Multiracial,In-Seat Attendance Rate,95,95,External,11,,,,,,,
271-2013-14-Special Education-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,Special Education,In-Seat Attendance Rate,92,92,External,62,,,,,,,
271-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,271,Ludlow Taylor ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,96,96,External,61,,,,,,,
272-2013-14-All Students-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,All Students,In-Seat Attendance Rate,96,94,External,407,,,,,,,
272-2013-14-Asian-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Asian,In-Seat Attendance Rate,96,97,External,23,,,,,,,
272-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,96,93,External,42,,,,,,,
272-2013-14-Female-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Female,In-Seat Attendance Rate,96,94,External,191,,,,,,,
272-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,95,93,External,23,,,,,,,
272-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,97,95,External,45,,,,,,,
272-2013-14-Male-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Male,In-Seat Attendance Rate,97,94,External,216,,,,,,,
272-2013-14-Multiracial-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Multiracial,In-Seat Attendance Rate,97,96,External,41,,,,,,,
272-2013-14-Special Education-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,Special Education,In-Seat Attendance Rate,96,93,External,29,,,,,,,
272-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,272,Key ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,96,96,External,256,,,,,,,
273-2013-14-All Students-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,All Students,In-Seat Attendance Rate,97,94,External,335,,,,,,,
273-2013-14-Asian-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Asian,In-Seat Attendance Rate,97,97,External,26,,,,,,,
273-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,98,93,External,34,,,,,,,
273-2013-14-Female-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Female,In-Seat Attendance Rate,97,94,External,170,,,,,,,
273-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,97,93,External,18,,,,,,,
273-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,97,95,External,45,,,,,,,
273-2013-14-Male-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Male,In-Seat Attendance Rate,97,94,External,165,,,,,,,
273-2013-14-Multiracial-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Multiracial,In-Seat Attendance Rate,97,96,External,19,,,,,,,
273-2013-14-Special Education-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,Special Education,In-Seat Attendance Rate,97,93,External,13,,,,,,,
273-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,273,Mann ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,97,96,External,210,,,,,,,
274-2013-14-All Students-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,All Students,In-Seat Attendance Rate,98,93,External,365,,,,,,,
274-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,96,92,External,147,,,,,,,
274-2013-14-Female-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Female,In-Seat Attendance Rate,98,93,External,178,,,,,,,
274-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,96,93,External,86,,,,,,,
274-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,98,95,External,20,,,,,,,
274-2013-14-Male-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Male,In-Seat Attendance Rate,97,93,External,187,,,,,,,
274-2013-14-Multiracial-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Multiracial,In-Seat Attendance Rate,98,95,External,20,,,,,,,
274-2013-14-Special Education-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,Special Education,In-Seat Attendance Rate,97,92,External,26,,,,,,,
274-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,274,Maury ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,98,96,External,171,,,,,,,
280-2013-14-All Students-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,All Students,In-Seat Attendance Rate,94,93,External,514,,,,,,,
280-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,94,92,External,476,,,,,,,
280-2013-14-Female-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,Female,In-Seat Attendance Rate,95,93,External,252,,,,,,,
280-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,94,93,External,479,,,,,,,
280-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,97,95,External,22,,,,,,,
280-2013-14-Male-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,Male,In-Seat Attendance Rate,93,93,External,262,,,,,,,
280-2013-14-Special Education-In-Seat Attendance Rate-External,1,280,Miner ES,2013-14,Special Education,In-Seat Attendance Rate,95,92,External,80,,,,,,,
284-2013-14-All Students-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,All Students,In-Seat Attendance Rate,94,93,External,468,,,,,,,
284-2013-14-Asian-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Asian,In-Seat Attendance Rate,95,96,External,33,,,,,,,
284-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,93,92,External,101,,,,,,,
284-2013-14-Female-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Female,In-Seat Attendance Rate,94,93,External,220,,,,,,,
284-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,95,93,External,411,,,,,,,
284-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,95,95,External,290,,,,,,,
284-2013-14-Limited English Proficiency-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Limited English Proficiency,In-Seat Attendance Rate,90,94,External,17,,,,,,,
284-2013-14-Male-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Male,In-Seat Attendance Rate,94,93,External,248,,,,,,,
284-2013-14-Special Education-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,Special Education,In-Seat Attendance Rate,94,92,External,43,,,,,,,
284-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,284,Marie Reed ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,94,96,External,32,,,,,,,
285-2013-14-All Students-In-Seat Attendance Rate-External,1,285,Moten ES,2013-14,All Students,In-Seat Attendance Rate,91,93,External,454,,,,,,,
285-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,285,Moten ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,91,92,External,447,,,,,,,
285-2013-14-Female-In-Seat Attendance Rate-External,1,285,Moten ES,2013-14,Female,In-Seat Attendance Rate,91,93,External,233,,,,,,,
285-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,285,Moten ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,91,93,External,412,,,,,,,
285-2013-14-Male-In-Seat Attendance Rate-External,1,285,Moten ES,2013-14,Male,In-Seat Attendance Rate,91,93,External,221,,,,,,,
285-2013-14-Special Education-In-Seat Attendance Rate-External,1,285,Moten ES,2013-14,Special Education,In-Seat Attendance Rate,91,92,External,57,,,,,,,
287-2013-14-All Students-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,All Students,In-Seat Attendance Rate,98,94,External,683,,,,,,,
287-2013-14-Asian-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Asian,In-Seat Attendance Rate,98,97,External,75,,,,,,,
287-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,97,93,External,83,,,,,,,
287-2013-14-Female-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Female,In-Seat Attendance Rate,98,94,External,307,,,,,,,
287-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,97,93,External,56,,,,,,,
287-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,98,95,External,55,,,,,,,
287-2013-14-Limited English Proficiency-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Limited English Proficiency,In-Seat Attendance Rate,98,94,External,14,,,,,,,
287-2013-14-Male-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Male,In-Seat Attendance Rate,97,94,External,376,,,,,,,
287-2013-14-Multiracial-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Multiracial,In-Seat Attendance Rate,97,96,External,32,,,,,,,
287-2013-14-Special Education-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,Special Education,In-Seat Attendance Rate,97,93,External,34,,,,,,,
287-2013-14-White non-Hispanic-In-Seat Attendance Rate-External,1,287,Murch ES,2013-14,White non-Hispanic,In-Seat Attendance Rate,98,96,External,436,,,,,,,
288-2013-14-All Students-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,All Students,In-Seat Attendance Rate,93,93,External,431,,,,,,,
288-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,92,92,External,397,,,,,,,
288-2013-14-Female-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,Female,In-Seat Attendance Rate,93,93,External,212,,,,,,,
288-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,93,93,External,406,,,,,,,
288-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,Hispanic / Latino,In-Seat Attendance Rate,95,95,External,34,,,,,,,
288-2013-14-Male-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,Male,In-Seat Attendance Rate,93,93,External,219,,,,,,,
288-2013-14-Special Education-In-Seat Attendance Rate-External,1,288,Nalle ES,2013-14,Special Education,In-Seat Attendance Rate,91,92,External,42,,,,,,,
290-2013-14-All Students-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,All Students,In-Seat Attendance Rate,94,93,External,372,,,,,,,
290-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,Black non-Hispanic,In-Seat Attendance Rate,94,92,External,337,,,,,,,
290-2013-14-Female-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,Female,In-Seat Attendance Rate,95,93,External,184,,,,,,,
290-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,94,92,External,339,,,,,,,
290-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,Hispanic / Latino,In-Seat Attendance Rate,96,95,External,28,,,,,,,
290-2013-14-Male-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,Male,In-Seat Attendance Rate,94,93,External,188,,,,,,,
290-2013-14-Special Education-In-Seat Attendance Rate-External,1,290,Noyes EC,2013-14,Special Education,In-Seat Attendance Rate,92,92,External,65,,,,,,,
291-2013-14-All Students-In-Seat Attendance Rate-External,1,291,Orr ES,2013-14,All Students,In-Seat Attendance Rate,94,93,External,421,,,,,,,
291-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,291,Orr ES,2013-14,Black non-Hispanic,In-Seat Attendance Rate,94,92,External,404,,,,,,,
291-2013-14-Female-In-Seat Attendance Rate-External,1,291,Orr ES,2013-14,Female,In-Seat Attendance Rate,95,93,External,206,,,,,,,
291-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,291,Orr ES,2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,94,93,External,386,,,,,,,
291-2013-14-Male-In-Seat Attendance Rate-External,1,291,Orr ES,2013-14,Male,In-Seat Attendance Rate,94,93,External,214,,,,,,,
291-2013-14-Special Education-In-Seat Attendance Rate-External,1,291,Orr ES,2013-14,Special Education,In-Seat Attendance Rate,94,92,External,54,,,,,,,
292-2013-14-All Students-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,All Students,In-Seat Attendance Rate,96,93,External,703,,,,,,,
292-2013-14-Asian-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Asian,In-Seat Attendance Rate,98,96,External,19,,,,,,,
292-2013-14-Black non-Hispanic-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Black non-Hispanic,In-Seat Attendance Rate,97,92,External,55,,,,,,,
292-2013-14-Female-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Female,In-Seat Attendance Rate,96,93,External,348,,,,,,,
292-2013-14-Free or Reduced Price Lunch-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Free or Reduced Price Lunch,In-Seat Attendance Rate,96,92,External,171,,,,,,,
292-2013-14-Hispanic / Latino-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Hispanic / Latino,In-Seat Attendance Rate,96,95,External,424,,,,,,,
292-2013-14-Male-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Male,In-Seat Attendance Rate,96,93,External,355,,,,,,,
292-2013-14-Multiracial-In-Seat Attendance Rate-External,1,292,Oyster Adams Bilingual School (Oyster),2013-14,Multiracial,In-Seat Attendance Rate,96,95,External,25,,,,,,,
